120.198.233.71 - - [22/Dec/2014:00:01:22 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.045"
118.122.85.238 - - [22/Dec/2014:01:17:48 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.1" 200 6272 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
118.122.85.238 - - [22/Dec/2014:01:17:48 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 1970 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
118.122.85.238 - - [22/Dec/2014:01:17:48 +0800] "GET /js/newgame.js HTTP/1.1" 200 1636 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
118.122.85.238 - - [22/Dec/2014:01:17:48 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.223"
222.244.66.246 - - [22/Dec/2014:01:19:12 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.066"
60.181.162.134 - - [22/Dec/2014:01:21:05 +0800] "GET /ios/privacy.html HTTP/1.1" 200 6992 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10A523" "-""0.000"
122.136.46.81 - - [22/Dec/2014:01:23:20 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
122.136.46.81 - - [22/Dec/2014:01:23:20 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.167"
157.55.39.204 - - [22/Dec/2014:01:31:24 +0800] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-""0.000"
117.146.116.143 - - [22/Dec/2014:01:31:35 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.091"
120.202.249.36 - - [22/Dec/2014:01:35:20 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.030"
157.55.39.204 - - [22/Dec/2014:01:36:20 +0800] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-""0.000"
123.125.71.52 - - [22/Dec/2014:01:39:52 +0800] "GET / HTTP/1.1" 200 14408 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.027"
220.181.108.103 - - [22/Dec/2014:01:43:03 +0800] "GET / HTTP/1.1" 200 14408 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.028"
115.231.87.10 - - [22/Dec/2014:01:44:39 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
222.245.77.10 - - [22/Dec/2014:01:44:55 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
125.111.44.21 - - [22/Dec/2014:01:50:20 +0800] "GET /faxian/detail.html?faid=111 HTTP/1.1" 200 4124 "-" "yiqichang" "-""0.000"
125.111.44.21 - - [22/Dec/2014:01:50:20 +0800] "GET /faxian/css/detail.main.css HTTP/1.1" 200 11916 "http://17chang.com/faxian/detail.html?faid=111" "yiqichang" "-""0.000"
125.111.44.21 - - [22/Dec/2014:01:50:21 +0800] "GET /app.php?id=111 HTTP/1.1" 200 1207 "http://17chang.com/faxian/detail.html?faid=111" "yiqichang" "-""0.006"
125.111.44.21 - - [22/Dec/2014:01:56:52 +0800] "GET /app.php?id=111 HTTP/1.1" 200 1207 "http://17chang.com/faxian/detail.html?faid=111" "yiqichang" "-""0.006"
101.226.169.226 - - [22/Dec/2014:01:58:23 +0800] "GET /join.php HTTP/1.1" 200 7168 "http://www.17chang.com/join.php" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1; 360Spider" "-""0.001"
101.226.168.207 - - [22/Dec/2014:02:00:08 +0800] "GET / HTTP/1.1" 200 3314 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1; 360Spider" "-""0.002"
60.210.11.66 - - [22/Dec/2014:02:03:08 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
60.210.11.66 - - [22/Dec/2014:02:03:08 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.080"
183.61.240.133 - - [22/Dec/2014:02:05:12 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
183.61.240.133 - - [22/Dec/2014:02:05:13 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.130"
178.235.13.67 - - [22/Dec/2014:02:05:51 +0800] "GET / HTTP/1.1" 200 14766 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36" "-""0.002"
101.226.65.104 - - [22/Dec/2014:02:07:03 +0800] "GET /mobile HTTP/1.1" 403 162 "-" "Mozilla/4.0" "-""0.001"
113.108.11.52 - - [22/Dec/2014:02:07:03 +0800] "GET /mobile/ HTTP/1.1" 302 5 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.046"
113.108.11.52 - - [22/Dec/2014:02:07:06 +0800] "GET /mobile/?code=011e8109c4c520ede72f33e79c1029dn&state= HTTP/1.1" 200 4652 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.186"
113.108.11.52 - - [22/Dec/2014:02:07:09 +0800] "GET /mobile/css/style.min.css HTTP/1.1" 200 6262 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.091"
113.108.11.52 - - [22/Dec/2014:02:07:10 +0800] "GET /mobile/js/touch.js HTTP/1.1" 200 2069 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.047"
120.196.212.107 - - [22/Dec/2014:02:07:10 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.048"
113.108.11.52 - - [22/Dec/2014:02:07:10 +0800] "GET /mobile/js/event.js HTTP/1.1" 200 3173 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.046"
163.177.69.13 - - [22/Dec/2014:02:07:10 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.035"
163.177.82.14 - - [22/Dec/2014:02:07:10 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.037"
183.232.118.14 - - [22/Dec/2014:02:07:10 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.049"
113.108.11.52 - - [22/Dec/2014:02:07:11 +0800] "GET /mobile/js/holder.js HTTP/1.1" 200 9464 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.093"
211.136.233.158 - - [22/Dec/2014:02:07:11 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.051"
183.232.118.16 - - [22/Dec/2014:02:07:11 +0800] "GET / HTTP/1.1" 302 14255 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN; rv:1.9b4) Gecko/2008030317 Firefox/3.0b4" "-""0.048"
14.29.101.95 - - [22/Dec/2014:02:07:11 +0800] "GET /mobile/js/zepto.min.js HTTP/1.1" 200 10165 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "-""0.000"
113.108.11.52 - - [22/Dec/2014:02:07:11 +0800] "GET /mobile/js/angular.min.js HTTP/1.1" 200 40737 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.190"
113.108.11.52 - - [22/Dec/2014:02:07:11 +0800] "GET /mobile/js/mobile.js HTTP/1.1" 200 1466 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.046"
113.108.11.52 - - [22/Dec/2014:02:07:12 +0800] "GET /mobile/js/index.js HTTP/1.1" 200 764 "http://www.17chang.com/mobile/?code=011e8109c4c520ede72f33e79c1029dn&state=" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; SM-G9008W Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.4 Mobile Safari/533.1 MicroMessenger/6.0.0.58_r884092.501 NetType/cmnet" "14.29.101.95""0.046"
157.55.39.82 - - [22/Dec/2014:02:09:23 +0800] "GET /show.php?id=10064 HTTP/1.1" 404 47 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-""0.001"
203.208.60.81 - - [22/Dec/2014:02:13:26 +0800] "GET / HTTP/1.1" 200 3314 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-""0.002"
222.244.66.246 - - [22/Dec/2014:02:17:01 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.066"
221.204.172.132 - - [22/Dec/2014:02:18:13 +0800] "GET /yqccrm/yqccrm.ipa HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.063"
198.252.44.7 - - [22/Dec/2014:02:18:22 +0800] "GET / HTTP/1.0" 301 178 "-" "=Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16" "-""0.000"
198.252.44.7 - - [22/Dec/2014:02:18:24 +0800] "GET / HTTP/1.0" 200 14753 "-" "=Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16" "-""0.956"
124.95.147.38 - - [22/Dec/2014:02:23:11 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
124.95.147.38 - - [22/Dec/2014:02:23:11 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.118"
60.8.117.78 - - [22/Dec/2014:02:23:14 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
60.8.117.78 - - [22/Dec/2014:02:23:15 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.134"
119.147.225.208 - - [22/Dec/2014:02:27:39 +0800] "HEAD /app/yiqichang.apk?crazycache=1 HTTP/1.1" 200 0 "-" "-" "-""0.000"
106.49.80.159 - - [22/Dec/2014:02:31:28 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.076"
123.125.71.45 - - [22/Dec/2014:02:35:50 +0800] "GET / HTTP/1.1" 200 3314 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.033"
175.0.235.42 - - [22/Dec/2014:02:36:05 +0800] "GET /app/yiqichang_spread.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.083"
120.202.255.138 - - [22/Dec/2014:02:37:25 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.027"
124.167.232.70 - - [22/Dec/2014:02:43:49 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
124.167.232.70 - - [22/Dec/2014:02:43:49 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.128"
220.181.108.117 - - [22/Dec/2014:02:44:12 +0800] "GET /css/join.min.css HTTP/1.1" 200 9272 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.000"
220.181.108.110 - - [22/Dec/2014:02:44:12 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 95786 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.113"
220.181.108.107 - - [22/Dec/2014:02:44:13 +0800] "GET /js/jquery.easings.min.js HTTP/1.1" 200 12927 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.000"
220.181.108.113 - - [22/Dec/2014:02:44:13 +0800] "GET /css/style.min.css HTTP/1.1" 200 47572 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.083"
220.181.108.154 - - [22/Dec/2014:02:44:15 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 4677 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.000"
220.181.108.174 - - [22/Dec/2014:02:44:15 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.1" 200 18952 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.071"
220.181.108.106 - - [22/Dec/2014:02:44:15 +0800] "GET /js/newgame.js HTTP/1.1" 200 6196 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.000"
59.44.209.140 - - [22/Dec/2014:02:44:24 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
59.44.209.140 - - [22/Dec/2014:02:44:24 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.164"
220.181.108.141 - - [22/Dec/2014:02:44:25 +0800] "GET /css/jquery.fullPage.css HTTP/1.1" 200 3367 "http://www.17chang.com/" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" "-""0.000"
219.143.225.226 - - [22/Dec/2014:03:01:02 +0800] "GET / HTTP/1.1" 200 14766 "-" "-" "-""0.001"
120.198.233.71 - - [22/Dec/2014:03:01:23 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.044"
222.211.64.43 - - [22/Dec/2014:03:03:08 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
222.211.64.43 - - [22/Dec/2014:03:03:08 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.103"
121.14.117.144 - - [22/Dec/2014:03:03:22 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
121.14.117.144 - - [22/Dec/2014:03:03:23 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.131"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET / HTTP/1.1" 200 3314 "https://www.google.com.tw/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.002"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET /css/join.min.css HTTP/1.1" 200 2888 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET /css/jquery.fullPage.css HTTP/1.1" 200 1184 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET /css/style.min.css HTTP/1.1" 200 7972 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET /js/jquery.easings.min.js HTTP/1.1" 200 5451 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET /js/jquery.slimscroll.min.js HTTP/1.1" 200 1970 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET /js/jquery.fullPage.min.js HTTP/1.1" 200 6272 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
1.160.55.214 - - [22/Dec/2014:03:05:02 +0800] "GET /js/newgame.js HTTP/1.1" 200 1636 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
1.160.55.214 - - [22/Dec/2014:03:05:03 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.809"
1.160.55.214 - - [22/Dec/2014:03:05:04 +0800] "GET / HTTP/1.1" 200 3314 "https://www.google.com.tw/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.001"
1.160.55.214 - - [22/Dec/2014:03:05:04 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "http://www.17chang.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36" "-""0.000"
157.55.39.204 - - [22/Dec/2014:03:05:08 +0800] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-""0.000"
222.26.160.148 - - [22/Dec/2014:03:11:12 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.044"
203.208.60.80 - - [22/Dec/2014:03:11:37 +0800] "GET /join.php HTTP/1.1" 200 7168 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-""0.001"
157.55.39.220 - - [22/Dec/2014:03:18:35 +0800] "GET /js/jquery.min.js HTTP/1.1" 200 37399 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" "-""0.708"
111.23.4.4 - - [22/Dec/2014:03:20:11 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.048"
123.161.57.255 - - [22/Dec/2014:03:20:44 +0800] "GET /app/yiqichang.apk HTTP/1.1" 206 57669 "-" "AndroidDownloadManager/4.4.4 (Linux; U; Android 4.4.4; MI 4LTE Build/KTU84P)" "-""6.839"
218.59.209.6 - - [22/Dec/2014:03:22:54 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
218.59.209.6 - - [22/Dec/2014:03:22:54 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.093"
115.231.20.10 - - [22/Dec/2014:03:24:05 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
115.231.20.10 - - [22/Dec/2014:03:24:05 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.021"
183.213.10.72 - - [22/Dec/2014:03:31:20 +0800] "GET /app/yiqichang.apk HTTP/1.1" 304 0 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" "-""0.028"
157.55.39.4 - - [22/Dec/2014:03:33:40 +0800] "GET /show.php?id=10004 HTTP/1.1" 404 47 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-""0.000"
119.147.225.208 - - [22/Dec/2014:03:39:53 +0800] "HEAD /app/yiqichang.apk HTTP/1.1" 200 0 "-" "-" "-""0.000"
59.47.50.10 - - [22/Dec/2014:03:44:02 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
59.47.50.10 - - [22/Dec/2014:03:44:02 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.151"
171.112.96.6 - - [22/Dec/2014:03:44:24 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
171.112.96.6 - - [22/Dec/2014:03:44:24 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.085"
110.18.244.34 - - [22/Dec/2014:03:44:55 +0800] "GET / HTTP/1.0" 301 178 "-" "Wget/1.11.4 Red Hat modified" "-""0.000"
110.18.244.34 - - [22/Dec/2014:03:44:55 +0800] "GET / HTTP/1.0" 200 14753 "-" "Wget/1.11.4 Red Hat modified" "-""0.102"
219.143.225.227 - - [22/Dec/2014:03:54:46 +0800] "GET / HTTP/1.1" 200 14766 "-" "-" "-""0.001"
219.143.225.227 - - [22/Dec/2014:03:54:46 +0800] "GET /download/index.php?source=ios HTTP/1.1" 302 57 "-" "-" "-""0.001"
219.143.225.227 - - [22/Dec/2014:03:54:48 +0800] "GET /download/index.php?source=android HTTP/1.1" 302 61 "-" "-" "-""0.000"
219.143.225.227 - - [22/Dec/2014:03:54:57 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 10265743 "HTTP://17chang.com/download/index.php?source=android" "-" "-""9.047"
219.143.225.227 - - [22/Dec/2014:03:54:58 +0800] "GET /download/index.php?source=ios HTTP/1.1" 302 57 "-" "-" "-""0.001"
219.143.225.227 - - [22/Dec/2014:03:54:59 +0800] "GET /download/index.php?source=android HTTP/1.1" 302 61 "-" "-" "-""0.001"
219.143.225.227 - - [22/Dec/2014:03:55:10 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 10265743 "HTTP://17chang.com/download/index.php?source=android" "-" "-""10.880"
219.143.225.227 - - [22/Dec/2014:03:55:12 +0800] "GET /download/index.php?source=ios HTTP/1.1" 302 57 "-" "-" "-""0.001"
219.143.225.224 - - [22/Dec/2014:03:55:13 +0800] "GET /download/index.php?source=android HTTP/1.1" 302 61 "-" "-" "-""0.001"
219.143.225.224 - - [22/Dec/2014:03:55:25 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 10265743 "HTTP://17chang.com/download/index.php?source=android" "-" "-""12.513"
219.143.225.227 - - [22/Dec/2014:03:55:36 +0800] "GET /download/index.php?source=ios HTTP/1.1" 302 57 "-" "-" "-""0.001"
219.143.225.224 - - [22/Dec/2014:03:55:36 +0800] "GET /download/index.php?source=android HTTP/1.1" 302 61 "-" "-" "-""0.001"
219.143.225.227 - - [22/Dec/2014:03:55:51 +0800] "GET /app/yiqichang.apk HTTP/1.1" 200 10265743 "HTTP://17chang.com/download/index.php?source=android" "-" "-""15.421"
